customer_id,customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,Current_loan_status,loan_to_income
30174.0,38,18720.0,RENT,0.0,VENTURE,D,6000.0,15.99,8,N,12,DEFAULT,0.32051282051282054
30175.0,39,20400.0,RENT,3.0,MEDICAL,C,6000.0,15.27,9,Y,13,NO DEFAULT,0.29411764705882354
30176.0,40,48000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,D,8000.0,15.95,4,Unknown,11,NO DEFAULT,0.16666666666666666
30177.0,37,48000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,A,3500.0,7.88,7,Unknown,15,NO DEFAULT,0.07291666666666667
30178.0,42,48000.0,OWN,0.0,PERSONAL,C,3500.0,14.35,2,Unknown,12,NO DEFAULT,0.07291666666666667
30179.0,38,48000.0,OWN,,VENTURE,A,7600.0,7.88,8,Unknown,11,NO DEFAULT,0.15833333333333333
30180.0,37,24000.0,RENT,5.0,MEDICAL,B,6000.0,11.49,7,Unknown,17,NO DEFAULT,0.25
30181.0,47,48000.0,MORTGAGE,13.0,MEDICAL,B,16750.0,10.62,7,Unknown,12,NO DEFAULT,0.3489583333333333
30182.0,38,25200.0,RENT,0.0,DEBTCONSOLIDATION,D,6000.0,14.59,8,N,12,DEFAULT,0.23809523809523808
30183.0,48,42000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,C,14400.0,12.87,8,Y,17,DEFAULT,0.34285714285714286
30184.0,37,27052.0,RENT,2.0,VENTURE,B,6000.0,10.37,7,Unknown,12,NO DEFAULT,0.22179506136330032
30185.0,44,48000.0,MORTGAGE,12.0,DEBTCONSOLIDATION,B,17500.0,12.18,4,Unknown,15,NO DEFAULT,0.3645833333333333
30186.0,45,48000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,A,8000.0,9.63,5,Unknown,13,NO DEFAULT,0.16666666666666666
30187.0,36,28800.0,RENT,2.0,EDUCATION,C,6000.0,15.96,6,Y,12,NO DEFAULT,0.20833333333333334
30188.0,36,48000.0,MORTGAGE,17.0,VENTURE,A,10000.0,9.63,6,Unknown,14,NO DEFAULT,0.20833333333333334
30189.0,48,30000.0,RENT,0.0,DEBTCONSOLIDATION,B,6000.0,12.42,8,N,12,DEFAULT,0.2
30190.0,46,48000.0,MORTGAGE,0.0,PERSONAL,A,9600.0,7.9,6,Unknown,17,NO DEFAULT,0.2
30191.0,39,30000.0,RENT,3.0,PERSONAL,B,6000.0,10.75,9,Unknown,14,NO DEFAULT,0.2
30192.0,41,30840.0,RENT,8.0,MEDICAL,B,6000.0,10.59,1,Unknown,13,NO DEFAULT,0.19455252918287938
30193.0,39,48279.0,OWN,7.0,VENTURE,C,4800.0,13.98,9,Unknown,13,NO DEFAULT,0.09942210899148698
30194.0,37,48500.0,MORTGAGE,4.0,PERSONAL,A,6000.0,7.88,7,Unknown,12,NO DEFAULT,0.12371134020618557
30195.0,38,32000.0,RENT,0.0,DEBTCONSOLIDATION,B,6000.0,11.36,8,N,16,DEFAULT,0.1875
30196.0,43,33000.0,RENT,0.0,DEBTCONSOLIDATION,D,6000.0,15.62,3,N,14,DEFAULT,0.18181818181818182
30197.0,39,48840.0,MORTGAGE,5.0,PERSONAL,B,15000.0,9.88,9,Unknown,15,NO DEFAULT,0.3071253071253071
30198.0,38,34000.0,RENT,19.0,MEDICAL,A,6000.0,7.9,8,Unknown,11,NO DEFAULT,0.17647058823529413
30199.0,36,34000.0,RENT,2.0,PERSONAL,C,6000.0,13.57,6,Unknown,16,NO DEFAULT,0.17647058823529413
30200.0,38,48996.0,MORTGAGE,6.0,EDUCATION,A,5000.0,7.29,8,Unknown,12,NO DEFAULT,0.10204914686913218
30201.0,38,49000.0,MORTGAGE,10.0,DEBTCONSOLIDATION,B,7250.0,11.99,8,Unknown,11,NO DEFAULT,0.14795918367346939
30202.0,36,49000.0,OWN,,PERSONAL,D,4200.0,16.02,6,Y,13,NO DEFAULT,0.08571428571428572
30203.0,39,36000.0,RENT,2.0,MEDICAL,A,6000.0,8.49,9,Unknown,14,NO DEFAULT,0.16666666666666666
30204.0,50,36000.0,RENT,13.0,MEDICAL,B,6000.0,11.71,5,Unknown,11,NO DEFAULT,0.16666666666666666
30205.0,45,36000.0,RENT,2.0,EDUCATION,C,6000.0,14.11,5,Unknown,12,NO DEFAULT,0.16666666666666666
30206.0,44,49200.0,MORTGAGE,2.0,VENTURE,D,3600.0,16.29,4,Y,14,NO DEFAULT,0.07317073170731707
30207.0,38,36400.0,RENT,1.0,PERSONAL,C,6000.0,12.87,8,Y,17,NO DEFAULT,0.16483516483516483
30208.0,36,37008.0,RENT,8.0,VENTURE,C,6000.0,14.79,6,Y,14,NO DEFAULT,0.1621271076523995
30209.0,37,38000.0,RENT,4.0,PERSONAL,D,6000.0,15.33,7,Y,16,NO DEFAULT,0.15789473684210525
30210.0,44,49510.0,MORTGAGE,5.0,HOMEIMPROVEMENT,B,4000.0,10.62,4,Unknown,14,NO DEFAULT,0.08079175924055747
30211.0,43,49578.0,MORTGAGE,11.0,PERSONAL,C,16000.0,13.49,3,Y,13,NO DEFAULT,0.32272378877728025
30212.0,36,38160.0,RENT,3.0,EDUCATION,C,6000.0,12.61,6,Unknown,17,NO DEFAULT,0.15723270440251572
30213.0,40,32400.0,RENT,,HOMEIMPROVEMENT,A,6000.0,7.9,4,N,15,DEFAULT,0.18518518518518517
30214.0,42,33564.0,RENT,5.0,PERSONAL,D,6000.0,16.29,2,N,15,DEFAULT,0.1787629603146228
30215.0,38,49853.0,MORTGAGE,19.0,EDUCATION,D,12000.0,13.3,8,Y,11,NO DEFAULT,0.24070768058090786
30216.0,44,39684.0,RENT,4.0,PERSONAL,B,6000.0,11.71,4,Unknown,15,NO DEFAULT,0.15119443604475355
30217.0,36,49896.0,MORTGAGE,8.0,VENTURE,A,2800.0,7.9,6,Unknown,17,NO DEFAULT,0.05611672278338945
30218.0,36,49901.0,MORTGAGE,13.0,HOMEIMPROVEMENT,C,8400.0,13.61,6,Y,12,NO DEFAULT,0.16833329993386906
30219.0,39,40000.0,RENT,5.0,PERSONAL,D,6000.0,14.54,9,Unknown,16,NO DEFAULT,0.15
30220.0,36,50000.0,MORTGAGE,7.0,PERSONAL,A,5000.0,7.51,6,Unknown,16,NO DEFAULT,0.1
30221.0,38,41280.0,RENT,3.0,DEBTCONSOLIDATION,C,6000.0,13.61,8,Y,17,NO DEFAULT,0.14534883720930233
30222.0,44,43200.0,RENT,,MEDICAL,A,6000.0,5.42,4,Unknown,11,NO DEFAULT,0.1388888888888889
30223.0,42,44000.0,RENT,0.0,DEBTCONSOLIDATION,A,6000.0,9.63,2,Y,14,DEFAULT,0.13636363636363635
30224.0,39,44500.0,RENT,5.0,MEDICAL,A,6000.0,7.88,9,Unknown,17,NO DEFAULT,0.1348314606741573
30225.0,37,45000.0,RENT,11.0,PERSONAL,B,6000.0,11.71,7,Unknown,16,NO DEFAULT,0.13333333333333333
30226.0,38,45000.0,RENT,6.0,EDUCATION,B,6000.0,11.71,8,Unknown,12,NO DEFAULT,0.13333333333333333
30227.0,36,45000.0,RENT,14.0,DEBTCONSOLIDATION,B,6000.0,9.99,6,Unknown,12,NO DEFAULT,0.13333333333333333
30228.0,37,45000.0,RENT,0.0,EDUCATION,C,6000.0,12.61,7,Unknown,17,NO DEFAULT,0.13333333333333333
30229.0,36,50000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,10000.0,6.03,6,Unknown,13,NO DEFAULT,0.2
30230.0,37,46000.0,RENT,4.0,EDUCATION,B,6000.0,11.49,7,Unknown,13,NO DEFAULT,0.13043478260869565
30231.0,37,50000.0,MORTGAGE,15.0,VENTURE,A,8400.0,6.03,7,Unknown,11,NO DEFAULT,0.168
30232.0,37,50000.0,MORTGAGE,0.0,PERSONAL,A,3200.0,7.51,7,Unknown,17,NO DEFAULT,0.064
30233.0,39,46500.0,RENT,13.0,PERSONAL,A,6000.0,6.99,9,Unknown,11,NO DEFAULT,0.12903225806451613
30234.0,38,48000.0,RENT,7.0,MEDICAL,B,6000.0,11.71,8,Unknown,17,NO DEFAULT,0.125
30235.0,43,48000.0,RENT,1.0,PERSONAL,B,6000.0,11.14,3,Unknown,13,NO DEFAULT,0.125
30236.0,39,42000.0,RENT,2.0,PERSONAL,E,6000.0,17.58,9,N,12,DEFAULT,0.14285714285714285
30237.0,40,48000.0,RENT,1.0,VENTURE,B,6000.0,10.08,4,Unknown,13,NO DEFAULT,0.125
30238.0,44,50000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,B,6000.0,11.99,4,Unknown,17,NO DEFAULT,0.12
30239.0,36,44000.0,RENT,2.0,HOMEIMPROVEMENT,D,6000.0,15.99,6,N,12,DEFAULT,0.13636363636363635
30240.0,37,50000.0,MORTGAGE,4.0,EDUCATION,A,2325.0,6.99,7,Unknown,17,NO DEFAULT,0.0465
30241.0,41,50000.0,RENT,0.0,PERSONAL,B,6000.0,8.88,1,Unknown,17,NO DEFAULT,0.12
30242.0,40,44000.0,RENT,0.0,PERSONAL,A,6000.0,7.9,4,Unknown,12,NO DEFAULT,0.13636363636363635
30243.0,37,44000.0,RENT,0.0,VENTURE,D,6000.0,17.04,7,Y,17,DEFAULT,0.13636363636363635
30244.0,41,50000.0,RENT,0.0,MEDICAL,B,6000.0,10.71,1,Unknown,11,NO DEFAULT,0.12
30245.0,38,50004.0,RENT,2.0,HOMEIMPROVEMENT,C,6000.0,13.79,8,Y,11,NO DEFAULT,0.11999040076793857
30246.0,43,50000.0,MORTGAGE,12.0,HOMEIMPROVEMENT,B,5000.0,10.0,3,Unknown,16,NO DEFAULT,0.1
30247.0,47,52000.0,RENT,3.0,PERSONAL,B,6000.0,10.99,7,Unknown,16,NO DEFAULT,0.11538461538461539
30248.0,36,52000.0,RENT,0.0,EDUCATION,B,6000.0,9.99,6,Unknown,12,NO DEFAULT,0.11538461538461539
30249.0,43,50000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,5000.0,9.63,3,Unknown,16,NO DEFAULT,0.1
30250.0,38,50000.0,MORTGAGE,8.0,PERSONAL,B,10000.0,11.71,8,Unknown,15,NO DEFAULT,0.2
30251.0,45,54981.0,RENT,2.0,MEDICAL,A,6000.0,7.9,5,Unknown,17,NO DEFAULT,0.10912860806460413
30252.0,39,55000.0,RENT,2.0,EDUCATION,C,6000.0,12.99,9,Unknown,13,NO DEFAULT,0.10909090909090909
30253.0,47,50000.0,MORTGAGE,3.0,EDUCATION,C,4000.0,14.11,7,Y,12,NO DEFAULT,0.08
30254.0,48,49000.0,RENT,2.0,EDUCATION,D,6000.0,14.09,8,Y,11,DEFAULT,0.12244897959183673
30255.0,43,50000.0,OWN,3.0,MEDICAL,C,5000.0,13.35,3,Y,12,NO DEFAULT,0.1
30256.0,43,50000.0,MORTGAGE,11.0,MEDICAL,A,11500.0,7.9,3,Unknown,12,NO DEFAULT,0.23
30257.0,40,55182.0,RENT,0.0,VENTURE,A,6000.0,6.99,4,Unknown,13,NO DEFAULT,0.10873110796999022
30258.0,44,44000.0,MORTGAGE,2.0,VENTURE,C,5000.0,12.23,4,Y,12,DEFAULT,0.11363636363636363
30259.0,37,50000.0,MORTGAGE,0.0,EDUCATION,A,20000.0,6.17,7,Unknown,12,NO DEFAULT,0.4
30260.0,43,57000.0,RENT,3.0,EDUCATION,B,6000.0,10.75,3,Unknown,13,NO DEFAULT,0.10526315789473684
30261.0,42,57996.0,RENT,26.0,VENTURE,A,6000.0,8.59,2,Unknown,12,NO DEFAULT,0.10345541071798055
30262.0,48,59000.0,RENT,2.0,EDUCATION,A,6000.0,5.99,8,Unknown,12,NO DEFAULT,0.1016949152542373
30263.0,39,60000.0,RENT,2.0,DEBTCONSOLIDATION,C,6000.0,15.27,9,Unknown,14,NO DEFAULT,0.1
30264.0,38,60000.0,RENT,0.0,HOMEIMPROVEMENT,C,6000.0,13.57,8,Y,15,NO DEFAULT,0.1
30265.0,42,50000.0,MORTGAGE,5.0,EDUCATION,B,7000.0,11.71,2,Unknown,12,NO DEFAULT,0.14
30266.0,38,50000.0,MORTGAGE,4.0,VENTURE,B,10000.0,11.86,8,Unknown,11,NO DEFAULT,0.2
30267.0,37,50000.0,MORTGAGE,6.0,MEDICAL,B,16000.0,11.71,7,Unknown,12,NO DEFAULT,0.32
30268.0,41,50000.0,MORTGAGE,24.0,DEBTCONSOLIDATION,A,5000.0,6.76,1,Unknown,12,NO DEFAULT,0.1
30269.0,36,31000.0,RENT,3.0,VENTURE,A,7100.0,8.9,6,Y,12,NO DEFAULT,0.22903225806451613
30270.0,36,50000.0,MORTGAGE,2.0,MEDICAL,C,16000.0,13.48,6,Unknown,15,NO DEFAULT,0.32
30271.0,36,50000.0,MORTGAGE,13.0,PERSONAL,C,12250.0,12.73,6,Unknown,12,NO DEFAULT,0.245
30272.0,37,24000.0,RENT,4.0,MEDICAL,A,7000.0,6.92,7,Unknown,14,NO DEFAULT,0.2916666666666667
30273.0,40,50000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,D,6000.0,14.96,4,Y,16,NO DEFAULT,0.12
30274.0,46,65000.0,RENT,1.0,EDUCATION,B,6000.0,12.69,6,Unknown,13,NO DEFAULT,0.09230769230769231
30275.0,40,50000.0,MORTGAGE,1.0,EDUCATION,B,12000.0,11.71,4,Unknown,15,NO DEFAULT,0.24
30276.0,49,50000.0,MORTGAGE,8.0,PERSONAL,C,15850.0,14.26,9,Unknown,17,NO DEFAULT,0.317
30277.0,38,50000.0,MORTGAGE,6.0,PERSONAL,D,3000.0,15.05,8,Unknown,12,NO DEFAULT,0.06
30278.0,48,66000.0,RENT,6.0,VENTURE,B,6000.0,11.89,8,Unknown,11,NO DEFAULT,0.09090909090909091
30279.0,42,66500.0,RENT,8.0,VENTURE,B,6000.0,10.25,2,N,15,NO DEFAULT,0.09022556390977443
30280.0,44,50000.0,OWN,6.0,VENTURE,C,8500.0,14.11,4,N,15,NO DEFAULT,0.17
30281.0,38,50000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,3000.0,7.9,8,N,17,NO DEFAULT,0.06
30282.0,36,50000.0,OWN,1.0,HOMEIMPROVEMENT,B,15200.0,12.21,6,N,15,NO DEFAULT,0.304
30283.0,39,50000.0,MORTGAGE,1.0,EDUCATION,A,8000.0,7.68,9,N,14,NO DEFAULT,0.16
30284.0,47,70000.0,RENT,3.0,HOMEIMPROVEMENT,A,6000.0,8.49,7,N,12,NO DEFAULT,0.08571428571428572
30285.0,44,70000.0,RENT,15.0,DEBTCONSOLIDATION,A,6000.0,5.79,4,N,16,DEFAULT,0.08571428571428572
30287.0,39,70000.0,RENT,1.0,HOMEIMPROVEMENT,A,6000.0,8.94,9,N,12,NO DEFAULT,0.08571428571428572
30288.0,40,71599.0,RENT,0.0,EDUCATION,A,6000.0,9.63,4,N,17,NO DEFAULT,0.08380005307336695
30289.0,49,50000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000.0,9.07,9,N,15,NO DEFAULT,0.2
30290.0,43,72000.0,RENT,5.0,MEDICAL,B,6000.0,12.42,3,N,17,NO DEFAULT,0.08333333333333333
30291.0,50,56100.0,RENT,3.0,MEDICAL,D,6000.0,16.49,5,Y,14,DEFAULT,0.10695187165775401
30292.0,43,72600.0,RENT,2.0,PERSONAL,A,6000.0,7.9,3,N,15,NO DEFAULT,0.08264462809917356
30293.0,36,44000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,D,9400.0,13.3,6,N,15,DEFAULT,0.21363636363636362
30294.0,37,74568.0,RENT,0.0,VENTURE,C,6000.0,14.26,7,N,17,NO DEFAULT,0.0804634695848085
30295.0,36,44004.0,MORTGAGE,1.0,MEDICAL,B,1800.0,10.0,6,N,13,NO DEFAULT,0.04090537223888737
30296.0,39,60520.0,RENT,6.0,MEDICAL,D,6000.0,15.33,9,Y,15,DEFAULT,0.0991407799074686
30297.0,38,78000.0,RENT,2.0,MEDICAL,A,6000.0,6.99,8,N,15,NO DEFAULT,0.07692307692307693
30298.0,41,78000.0,RENT,3.0,HOMEIMPROVEMENT,B,6000.0,9.63,1,N,11,NO DEFAULT,0.07692307692307693
30299.0,37,79000.0,RENT,2.0,DEBTCONSOLIDATION,B,6000.0,10.0,7,N,16,NO DEFAULT,0.0759493670886076
30300.0,47,50004.0,MORTGAGE,22.0,VENTURE,A,8000.0,7.9,7,N,15,NO DEFAULT,0.15998720102391809
30301.0,46,50004.0,MORTGAGE,5.0,PERSONAL,A,3000.0,8.59,6,N,13,NO DEFAULT,0.059995200383969285
30302.0,38,80000.0,RENT,17.0,PERSONAL,B,6000.0,11.83,8,N,12,NO DEFAULT,0.075
30303.0,40,80000.0,RENT,0.0,MEDICAL,A,6000.0,8.94,4,N,11,NO DEFAULT,0.075
30304.0,36,80000.0,RENT,7.0,HOMEIMPROVEMENT,C,6000.0,12.87,6,N,16,NO DEFAULT,0.075
30305.0,48,50016.0,OTHER,1.0,MEDICAL,B,10400.0,11.58,8,N,11,NO DEFAULT,0.20793346129238643
30306.0,39,86000.0,RENT,19.0,HOMEIMPROVEMENT,D,6000.0,14.84,9,Y,13,NO DEFAULT,0.06976744186046512
30307.0,37,86000.0,RENT,0.0,PERSONAL,A,6000.0,7.14,7,N,17,NO DEFAULT,0.06976744186046512
30308.0,36,50400.0,MORTGAGE,7.0,HOMEIMPROVEMENT,A,12700.0,7.29,6,N,13,NO DEFAULT,0.251984126984127
30309.0,46,105000.0,RENT,4.0,EDUCATION,A,6000.0,7.14,6,N,16,NO DEFAULT,0.05714285714285714
30310.0,42,110000.0,RENT,5.0,MEDICAL,A,6000.0,8.9,2,N,14,NO DEFAULT,0.05454545454545454
30311.0,42,160000.0,RENT,6.0,VENTURE,B,6000.0,10.65,2,N,17,NO DEFAULT,0.0375
30312.0,41,50780.0,MORTGAGE,14.0,PERSONAL,B,6000.0,10.99,1,N,17,NO DEFAULT,0.11815675462780623
30313.0,42,51000.0,OWN,6.0,VENTURE,B,18000.0,9.91,2,N,13,NO DEFAULT,0.35294117647058826
30314.0,42,51000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,20000.0,8.49,2,N,14,NO DEFAULT,0.39215686274509803
30315.0,36,25000.0,RENT,2.0,PERSONAL,B,6200.0,9.91,6,N,14,DEFAULT,0.248
30316.0,40,44000.0,RENT,9.0,MEDICAL,A,6200.0,5.42,4,N,17,NO DEFAULT,0.1409090909090909
30317.0,43,33500.0,RENT,4.0,PERSONAL,C,6225.0,14.79,3,N,17,NO DEFAULT,0.18582089552238806
30318.0,45,51000.0,MORTGAGE,2.0,MEDICAL,A,7000.0,7.88,5,N,12,NO DEFAULT,0.13725490196078433
30319.0,37,55000.0,RENT,3.0,HOMEIMPROVEMENT,D,7000.0,16.32,7,Y,13,NO DEFAULT,0.12727272727272726
30320.0,41,51000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,A,14500.0,8.94,1,N,11,NO DEFAULT,0.28431372549019607
30321.0,36,51000.0,MORTGAGE,2.0,VENTURE,B,1000.0,11.83,6,N,12,NO DEFAULT,0.0196078431372549
30322.0,37,51000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,C,12800.0,12.84,7,N,12,NO DEFAULT,0.25098039215686274
30323.0,44,57600.0,RENT,12.0,PERSONAL,A,7000.0,7.4,4,N,11,NO DEFAULT,0.12152777777777778
30324.0,48,57996.0,RENT,2.0,HOMEIMPROVEMENT,C,7000.0,13.61,8,Y,12,NO DEFAULT,0.12069797917097731
30325.0,36,51000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,B,4775.0,11.14,6,N,14,NO DEFAULT,0.09362745098039216
30326.0,39,51000.0,OWN,12.0,EDUCATION,C,12000.0,11.34,9,N,17,NO DEFAULT,0.23529411764705882
30327.0,36,52000.0,RENT,2.0,DEBTCONSOLIDATION,C,7000.0,13.85,6,N,11,DEFAULT,0.1346153846153846
30328.0,45,54000.0,RENT,3.0,EDUCATION,C,7000.0,14.11,5,N,16,DEFAULT,0.12962962962962962
30329.0,36,60000.0,RENT,3.0,HOMEIMPROVEMENT,A,7000.0,7.88,6,N,12,NO DEFAULT,0.11666666666666667
30330.0,42,55392.0,RENT,17.0,DEBTCONSOLIDATION,D,7000.0,15.95,2,Y,15,DEFAULT,0.12637203928365107
30331.0,50,51500.0,OWN,7.0,VENTURE,A,10875.0,7.49,5,N,14,NO DEFAULT,0.2111650485436893
30332.0,38,62000.0,RENT,5.0,EDUCATION,B,7000.0,10.62,8,N,14,NO DEFAULT,0.11290322580645161
30333.0,46,51600.0,MORTGAGE,16.0,PERSONAL,A,10000.0,7.51,6,N,17,NO DEFAULT,0.1937984496124031
30334.0,38,65000.0,RENT,2.0,VENTURE,A,7000.0,7.88,8,N,11,NO DEFAULT,0.1076923076923077
30335.0,36,51996.0,OWN,7.0,HOMEIMPROVEMENT,B,8500.0,11.49,6,N,16,NO DEFAULT,0.16347411339333795
30336.0,40,68000.0,RENT,12.0,HOMEIMPROVEMENT,A,7000.0,7.51,4,N,11,NO DEFAULT,0.10294117647058823
30337.0,39,73882.0,RENT,17.0,MEDICAL,B,7000.0,9.91,9,N,13,NO DEFAULT,0.09474567553666657
30338.0,36,51996.0,MORTGAGE,8.0,MEDICAL,B,7500.0,10.51,6,N,15,NO DEFAULT,0.1442418647588276
30339.0,37,52000.0,MORTGAGE,1.0,VENTURE,A,15000.0,7.9,7,N,14,NO DEFAULT,0.28846153846153844
30340.0,36,75000.0,RENT,12.0,MEDICAL,A,7000.0,6.92,6,N,17,NO DEFAULT,0.09333333333333334
30341.0,36,46000.0,MORTGAGE,6.0,PERSONAL,C,5350.0,15.27,6,N,12,DEFAULT,0.11630434782608695
30342.0,36,52000.0,MORTGAGE,20.0,VENTURE,A,8325.0,7.9,6,N,17,NO DEFAULT,0.16009615384615383
30343.0,38,52000.0,MORTGAGE,13.0,DEBTCONSOLIDATION,B,5000.0,10.99,8,N,15,NO DEFAULT,0.09615384615384616
30344.0,42,97600.0,RENT,0.0,EDUCATION,A,7000.0,8.9,2,N,13,NO DEFAULT,0.07172131147540983
30345.0,47,52000.0,MORTGAGE,4.0,MEDICAL,A,12000.0,7.29,7,N,16,NO DEFAULT,0.23076923076923078
30346.0,37,52000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,6000.0,8.88,7,N,16,NO DEFAULT,0.11538461538461539
30347.0,43,175436.0,RENT,1.0,HOMEIMPROVEMENT,A,7000.0,5.99,3,N,12,NO DEFAULT,0.03990059052873982
30348.0,37,14400.0,RENT,2.0,PERSONAL,A,6950.0,7.66,7,N,13,DEFAULT,0.4826388888888889
30349.0,38,52000.0,OWN,3.0,PERSONAL,D,8000.0,15.21,8,N,13,NO DEFAULT,0.15384615384615385
30350.0,36,52000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,B,2275.0,11.86,6,N,12,NO DEFAULT,0.04375
30351.0,40,52000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15250.0,11.86,4,N,12,NO DEFAULT,0.2932692307692308
30352.0,36,52000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,A,8000.0,7.51,6,N,14,NO DEFAULT,0.15384615384615385
30353.0,37,21600.0,RENT,4.0,MEDICAL,A,6500.0,8.49,7,N,12,NO DEFAULT,0.30092592592592593
30354.0,38,52000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,15250.0,7.88,8,N,15,NO DEFAULT,0.2932692307692308
30355.0,36,24000.0,RENT,3.0,MEDICAL,A,6500.0,7.29,6,N,13,NO DEFAULT,0.2708333333333333
30356.0,41,28800.0,RENT,2.0,MEDICAL,B,6500.0,12.69,1,N,15,NO DEFAULT,0.22569444444444445
30357.0,37,30000.0,RENT,6.0,MEDICAL,B,6500.0,10.37,7,N,11,NO DEFAULT,0.21666666666666667
30358.0,41,30600.0,RENT,0.0,DEBTCONSOLIDATION,B,6500.0,10.65,1,N,12,NO DEFAULT,0.21241830065359477
30359.0,47,31400.0,RENT,1.0,VENTURE,A,6500.0,9.32,7,Y,16,NO DEFAULT,0.2070063694267516
30360.0,45,52000.0,MORTGAGE,11.0,EDUCATION,A,14000.0,7.9,5,N,16,NO DEFAULT,0.2692307692307692
30361.0,44,52000.0,MORTGAGE,2.0,VENTURE,A,6000.0,8.59,4,N,11,NO DEFAULT,0.11538461538461539
30362.0,36,52000.0,OWN,8.0,VENTURE,A,3000.0,9.63,6,N,15,NO DEFAULT,0.057692307692307696
30363.0,41,52000.0,MORTGAGE,25.0,DEBTCONSOLIDATION,A,1500.0,8.32,1,N,14,NO DEFAULT,0.028846153846153848
30364.0,47,52000.0,OWN,2.0,VENTURE,B,5000.0,10.08,7,N,12,NO DEFAULT,0.09615384615384616
30365.0,39,42000.0,RENT,4.0,MEDICAL,C,6500.0,13.99,9,Y,14,NO DEFAULT,0.15476190476190477
30366.0,37,52188.0,MORTGAGE,14.0,HOMEIMPROVEMENT,A,10000.0,5.79,7,N,17,NO DEFAULT,0.19161493063539511
30367.0,40,52200.0,MORTGAGE,3.0,PERSONAL,D,4000.0,15.99,4,N,15,NO DEFAULT,0.07662835249042145
30368.0,36,50000.0,RENT,5.0,EDUCATION,A,6500.0,7.9,6,N,15,NO DEFAULT,0.13
30369.0,42,52400.0,MORTGAGE,14.0,HOMEIMPROVEMENT,B,21000.0,10.38,2,N,13,NO DEFAULT,0.40076335877862596
30370.0,39,52000.0,RENT,5.0,PERSONAL,B,6500.0,11.71,9,N,12,NO DEFAULT,0.125
30371.0,39,53000.0,RENT,15.0,EDUCATION,A,6500.0,7.29,9,N,17,NO DEFAULT,0.12264150943396226
30372.0,38,55000.0,RENT,0.0,EDUCATION,C,6500.0,11.03,8,Y,12,NO DEFAULT,0.11818181818181818
30373.0,40,60000.0,RENT,0.0,DEBTCONSOLIDATION,B,6500.0,11.11,4,N,13,NO DEFAULT,0.10833333333333334
30374.0,36,52660.0,MORTGAGE,2.0,HOMEIMPROVEMENT,C,15000.0,13.16,6,Y,13,NO DEFAULT,0.284846183061147
30375.0,40,75000.0,RENT,3.0,EDUCATION,A,6500.0,7.9,4,N,15,NO DEFAULT,0.08666666666666667
30376.0,36,46800.0,MORTGAGE,20.0,MEDICAL,A,2800.0,7.51,6,N,12,NO DEFAULT,0.05982905982905983
30377.0,46,52800.0,MORTGAGE,1.0,MEDICAL,A,2800.0,6.76,6,N,14,NO DEFAULT,0.05303030303030303
30378.0,37,26240.0,RENT,0.0,VENTURE,B,6600.0,11.49,7,N,15,NO DEFAULT,0.25152439024390244
30379.0,41,53000.0,MORTGAGE,20.0,VENTURE,C,11000.0,14.11,1,Y,14,NO DEFAULT,0.20754716981132076
30380.0,40,52479.0,RENT,17.0,PERSONAL,D,6600.0,14.54,4,N,13,DEFAULT,0.12576459155090608
30381.0,37,89532.0,RENT,9.0,MEDICAL,B,6600.0,12.53,7,N,12,NO DEFAULT,0.07371665996515213
30382.0,45,19368.0,RENT,0.0,HOMEIMPROVEMENT,D,6700.0,12.92,5,Y,15,DEFAULT,0.3459314332920281
30383.0,36,53000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,C,2200.0,14.35,6,Y,17,NO DEFAULT,0.04150943396226415
30384.0,37,29000.0,RENT,,PERSONAL,B,6725.0,8.88,7,N,16,NO DEFAULT,0.23189655172413792
30385.0,39,50760.0,RENT,4.0,EDUCATION,D,6725.0,16.45,9,N,11,NO DEFAULT,0.1324862096138692
30386.0,37,37500.0,RENT,0.0,PERSONAL,A,6750.0,6.91,7,N,16,NO DEFAULT,0.18
30387.0,40,53000.0,MORTGAGE,2.0,MEDICAL,B,3000.0,10.62,4,N,17,NO DEFAULT,0.05660377358490566
